month,race_id,trio_key,group_score_percentile,role_ok,top3_spread,unordered_role_set,group_market_p,effective_group_odds,entropy_norm,hhi,rank1_conditional_share,rank6_conditional_share,rank1_to_rank6_share_ratio,group_hit,winner_odds_rank,rank1_exact_hit,rank1_posted_odds,rank1_order,rank1_exact_market_p,race_uid
2022_01,3620220102010005,1-5-7,0.22857142857142856,1,0,BANTE+BANTE+RYO,0.012292061070491123,81.3533218119657,0.9410896806095234,0.2032488521466172,0.28452454346560924,0.08809166905965232,3.2298689138576777,0,,0,213.6,7-5-1,0.0034973930643328746,2022_01|3620220102010005
2022_01,3620220102030005,1-5-7,0.34285714285714286,1,1,BANTE+RYO+RYO,0.07730123743331666,12.936403519576807,0.744594179911926,0.34097569220169366,0.512651159538252,0.024710805700772668,20.746031746031747,0,,0,18.9,5-1-7,0.03962856900393152,2022_01|3620220102030005
2022_01,3620220102030006,2-3-4,0.37142857142857144,1,0,BANTE+BANTE+RYO,0.08158195176681703,12.257613091413486,0.8767268321190181,0.24651176589198667,0.38260893814581837,0.05626602031556154,6.799999999999998,0,,0,24.0,4-3-2,0.031213983937365235,2022_01|3620220102030006
2022_01,7420220104010005,1-3-6,0.2857142857142857,1,0,BANTE+BANTE+RYO,0.010170529529336034,98.32329743653803,0.8578764776622125,0.25576810595920263,0.3478686194008552,0.05514323229289484,6.308455361360414,0,,0,211.7,1-3-6,0.003538008065945756,2022_01|7420220104010005
2022_01,7420220104020005,1-3-6,0.3142857142857143,1,0,BANTE+RYO+RYO,0.017902922297208742,55.85680278330375,0.9100236207641155,0.22069682183379766,0.3206866530413321,0.06087215741366376,5.268199233716476,0,,0,130.5,1-6-3,0.005741228231150908,2022_01|7420220104020005
2022_01,7420220104010006,3-4-5,0.34285714285714286,1,0,BANTE+BANTE+BANTE,0.010855062035380305,92.12291894239416,0.9527464949218207,0.1957814676546333,0.273418385862509,0.09565094114408072,2.858501783590963,0,,0,252.3,3-4-5,0.0029679735401510845,2022_01|7420220104010006
2022_01,7420220104020006,2-4-5,0.37142857142857144,1,0,BANTE+BANTE+RYO,0.016936943866859865,59.04252903362793,0.840306025978153,0.25180697161259324,0.30773952600627524,0.029453956232251062,10.448155880306196,0,,0,143.7,2-4-5,0.005212167077582345,2022_01|7420220104020006
2022_01,8120220104030004,1-4-5,0.4,1,0,BANTE+RYO+RYO,0.036717857984190555,27.23470417121188,0.8000524065311226,0.29867873676656465,0.4581541734910962,0.04044948360112283,11.326576576576576,0,,0,44.4,1-5-4,0.01682243987711027,2022_01|8120220104030004
2022_01,8120220104030004,2-3-4,0.3,1,0,BANTE+RYO+RYO,0.02147060252617878,46.5753114650935,0.9193202144726725,0.2189661599526323,0.35103794887424195,0.0714916990000768,4.910191725529768,0,,0,99.1,2-4-3,0.007536996271883916,2022_01|8120220104030004
2022_01,8120220104020008,1-3-6,0.2571428571428571,1,0,BANTE+BANTE+RYO,0.013454063189190613,74.32698850436715,0.8763092685033042,0.2548388569125805,0.42378177515156945,0.06517807452178644,6.501906941266209,0,,0,131.1,1-3-6,0.005701586781316584,2022_01|8120220104020008
